Loan_ID,Age,Gender,Married,Dependents,Education,Self_Employed,Letter_support_Kebele,ApplicantIncome,CoapplicantIncome,Saving_Amount,Saving_time,Estmation_salary_or_property,Guarantors_marital_status,LoanAmount,Loan_Amount_Term,Credit_History, letter_free_debt ,Property_Area,Loan_Status
629176,49,F,yes ,2,graduate,yes,yes,2799,10150,1500,twomonth,20000,yes ,15000,2,1,yes,Rural,yes
443754,41,F,yes ,1,graduate,yes,yes,2344,11350,2400,twomonth,50000,yes ,24000,2,2,yes,Urban ,yes
430593,46,F,yes ,0,graduate,yes,yes,3456,12579,400,twomonth,10000,yes ,4000,1,1,yes,Rural,yes
635340,47,M,yes ,1,graduate,yes,yes,6789,2799,450,twomonth,10000,yes ,4500,1,1,yes,Urban ,yes
496659,68,M,yes ,2,graduate,yes,yes,8000,15396,2800,twomonth,50000,yes ,28000,2,1,yes,Rural,yes
440138,78,M,yes ,2,graduate,yes,yes,5000,16979,500,twomonth,10000,yes ,5000,1,0,yes,Urban ,yes
481871,33,M,yes ,2,graduate,yes,yes,4300,1100,500,twomonth,10000,yes ,5000,1,0,yes,Rural,yes
670581,37,M,yes ,1,graduate,yes,yes,7600,1958,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
458363,37,M,yes ,0,graduate,yes,yes,3200,2900,1500,twomonth,20000,yes ,15000,2,1,yes,Rural,yes
525872,34,M,yes ,1,graduate,yes,yes,8017,3994,600,twomonth,10000,yes ,6000,1,0,yes,Urban ,yes
453125,32,F,yes ,1,graduate,yes,yes,9056,1791,1500,twomonth,20000,yes ,15000,2,1,yes,Rural,yes
633294,31,M,yes ,1,graduate,yes,yes,6193,2245,400,twomonth,20000,yes ,4000,1,1,yes,Urban ,yes
431213,30,M,yes ,0,graduate,yes,yes,2799,4081,2400,twomonth,50000,yes ,24000,2,2,yes,Rural,yes
162597,38,M,yes ,2,graduate,yes,yes,3333,3000,500,twomonth,10000,yes ,5000,1,0,yes,Urban ,yes
448028,30,M,yes ,1,graduate,yes,yes,4609,4609,1000,twomonth,20000,yes ,10000,1,1,yes,Rural,yes
187639,37,M,yes ,1,graduate,yes,yes,3333,4600,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
725352,29,M,yes ,0,graduate,yes,yes,6193,3394,1000,twomonth,20000,yes ,10000,1,1,yes,Urban ,yes
667056,26,M,yes ,3,graduate,yes,yes,7071,2799,3200,twomonth,50000,yes ,32000,3,1,yes,Rural,yes
450289,27,M,yes ,2,graduate,yes,yes,9056,3333,2000,twomonth,50000,yes ,20000,2,1,yes,Urban ,yes
408181,28,M,yes ,1,notgraduate,yes,yes,12576,3333,200,twomonth,5000,yes ,2000,1,0,yes,Urban ,yes
442784,29,M,yes ,0,notgraduate,yes,yes,10000,3394,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
727617,33,F,yes ,0,notgraduate,yes,yes,12000,2999,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
508547,34,M,yes ,0,notgraduate,yes,yes,13500,6193,15000,twomonth,200000,yes ,150000,3,2,yes,Urban ,yes
502521,31,F,yes ,0,graduate,yes,yes,6193,7071,1000,twomonth,20000,yes ,10000,1,1,yes,Urban ,yes
430952,32,M,yes ,0,graduate,yes,yes,7071,6980,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
539290,36,F,yes ,0,graduate,yes,yes,2565,8017,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
186844,37,M,yes ,0,graduate,yes,yes,3394,9056,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
532083,36,F,yes ,0,notgraduate,yes,yes,7500,10150,1000,twomonth,20000,yes ,10000,1,1,yes,Urban ,yes
524594,39,M,yes ,0,notgraduate,yes,yes,6200,11305,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
663396,30,F,yes ,0,notgraduate,yes,yes,6000,12579,1000,twomonth,20000,yes ,10000,1,1,yes,Urban ,yes
257991,33,M,yes ,0,graduate,yes,yes,9056,13926,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
531824,32,F,yes ,0,graduate,yes,yes,5358,15396,1000,twomonth,20000,yes ,10000,1,1,yes,Urban ,yes
309215,34,M,yes ,0,graduate,yes,yes,6193,16979,1000,twomonth,20000,yes ,10000,1,1,yes,Urban ,yes
531371,45,F,yes ,0,graduate,yes,yes,7071,8017,1000,twomonth,20000,yes ,10000,1,1,yes,Urban ,yes
464977,49,M,yes ,0,graduate,yes,yes,8017,9056,3880,twomonth,50000,yes ,38800,3,2,yes,Urban ,yes
182044,47,F,yes ,0,graduate,yes,yes,9056,6193,400,twomonth,50000,yes ,4000,1,0,yes,Urban ,yes
1577328,46,M,yes ,0,graduate,yes,yes,10150,2799,1000,twomonth,50000,yes ,10000,1,1,yes,Urban ,yes
433762,34,F,yes ,0,graduate,yes,yes,11305,3333,1500,twomonth,50000,yes ,15000,2,1,yes,Urban ,yes
467887,45,M,yes ,0,graduate,yes,yes,12579,4609,800,twomonth,10000,yes ,8000,1,0,yes,Urban ,yes
451963,37,F,yes ,0,graduate,yes,yes,13926,3333,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
1577812,49,M,yes ,0,graduate,yes,yes,15396,6193,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
427958,38,F,yes ,0,graduate,yes,yes,16979,7071,1500,twomonth,20000,yes ,15000,2,2,yes,Rural,yes
442312,39,F,yes ,1,notgraduate,yes,yes,13000,1600,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
442193,41,F,yes ,1,notgraduate,yes,yes,12500,2999,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
173861,40,F,yes ,1,notgraduate,yes,yes,4000,1958,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
158822,30,F,yes ,1,notgraduate,yes,yes,3000,2300,1000,twomonth,20000,yes ,10000,1,1,yes,Rural,yes
661802,33,F,yes ,1,notgraduate,yes,yes,7000,3500,1000,twomonth,20000,yes ,10000,1,1,yes,Rural,yes
702306,29,F,yes ,1,notgraduate,yes,yes,4500,6000,1500,twomonth,20000,yes ,15000,2,2,yes,Rural,yes
698673,30,M,yes ,1,notgraduate,yes,yes,2900,7500,1500,twomonth,20000,yes ,15000,2,2,yes,Rural,yes
153987,45,F,yes ,1,notgraduate,yes,yes,6900,5400,1500,twomonth,20000,yes ,15000,2,2,yes,Rural,yes
475720,48,M,yes ,1,notgraduate,yes,yes,6700,7500,500,twomonth,5000,yes ,5000,1,0,yes,Rural,yes
502667,46,F,yes ,2,notgraduate,yes,yes,3000,5626,1000,twomonth,10000,yes ,10000,1,1,yes,Rural,yes
733503,44,F,yes ,2,notgraduate,yes,yes,2000,6481,1000,twomonth,10000,yes ,10000,1,1,yes,Rural,yes
731418,42,M,yes ,1,notgraduate,yes,yes,4700,7300,1500,twomonth,20000,yes ,15000,2,2,yes,Rural,yes
417023,41,F,yes ,2,notgraduate,yes,yes,6000,4000,1000,twomonth,20000,yes ,10000,1,1,yes,Rural,yes
266359,50,M,yes ,2,notgraduate,yes,yes,8000,5400,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
278066,45,F,yes ,2,notgraduate,yes,yes,4000,4300,1000,twomonth,20000,yes ,10000,1,1,yes,Rural,yes
522197,43,F,yes ,2,notgraduate,yes,yes,5600,5000,1500,twomonth,20000,yes ,15000,2,2,yes,Rural,yes
420621,29,F,yes ,2,notgraduate,yes,yes,6700,9000,700,twomonth,50000,yes ,7000,1,0,yes,Rural,yes
398173,28,F,yes ,3,notgraduate,yes,yes,7800,5400,1500,twomonth,20000,yes ,15000,2,1,yes,Rural,yes
665390,50,M,yes ,2,notgraduate,yes,yes,12000,3000,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
412146,48,M,yes ,3,notgraduate,yes,yes,6000,6193,1500,twomonth,20000,yes ,15000,2,1,yes,Rural,yes
447468,47,M,yes ,2,notgraduate,yes,yes,7000,8017,1500,twomonth,20000,yes ,15000,2,1,yes,Rural,yes
436558,56,M,yes ,2,notgraduate,yes,yes,7000,7071,300,twomonth,10000,yes ,3000,1,0,yes,Rural,yes
651968,67,M,yes ,1,notgraduate,yes,yes,6000,9056,250,twomonth,5000,yes ,2500,1,0,yes,Rural,yes
438262,46,M,yes ,2,notgraduate,yes,yes,5000,4609,1000,twomonth,20000,yes ,10000,1,1,yes,Rural,yes
731343,45,M,yes ,1,notgraduate,yes,yes,4000,4609,600,twomonth,10000,yes ,6000,1,0,yes,Rural,yes
1556839,35,M,yes ,2,notgraduate,yes,yes,4000,5358,1500,twomonth,20000,yes ,15000,2,1,yes,Rural,yes
629843,43,M,yes ,2,notgraduate,yes,yes,5000,5133,1500,twomonth,20000,yes ,15000,2,1,yes,Rural,yes
701435,42,M,yes ,2,notgraduate,yes,yes,3000,5358,800,twomonth,10000,yes ,8000,1,0,yes,Rural,yes
1622639,32,M,yes ,2,notgraduate,yes,yes,6000,5133,15000,twomonth,200000,yes ,150000,4,2,yes,Rural,yes
678070,31,M,yes ,2,notgraduate,yes,yes,8000,9056,20000,twomonth,400000,yes ,200000,3,2,yes,Rural,yes
640364,43,M,yes ,2,notgraduate,yes,yes,13000,8017,15000,twomonth,200000,yes ,150000,4,2,yes,Rural,yes
408506,38,M,yes ,1,notgraduate,yes,yes,5000,7017,5000,twomonth,100000,yes ,50000,3,1,yes,Rural,yes
59060300,41,F,yes ,2,notgraduate,yes,yes,7000,4609,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
430560,42,F,yes ,1,notgraduate,yes,yes,6000,3333,1500,twomonth,20000,yes ,15000,2,2,yes,Rural,yes
432322,38,F,yes ,3,notgraduate,yes,yes,7000,3394,200,twomonth,5000,yes ,2000,1,0,yes,Rural,yes
730163,35,F,yes ,3,notgraduate,yes,yes,5000,2799,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
401479,42,F,yes ,3,notgraduate,yes,yes,5000,4850,6000,twomonth,100000,yes ,60000,3,1,yes,Rural,yes
516184,41,F,yes ,3,notgraduate,yes,yes,5000,2799,1500,twomonth,20000,yes ,15000,2,2,yes,Rural,yes
630242,46,F,yes ,3,notgraduate,yes,yes,5000,3333,3000,twomonth,100000,yes ,30000,3,2,yes,Rural,yes
515865,38,F,yes ,3,notgraduate,yes,yes,5000,3394,2400,twomonth,50000,yes ,24000,2,2,yes,Rural,yes
635956,64,F,yes ,3,notgraduate,yes,yes,6000,1958,1000,twomonth,20000,yes ,10000,1,1,yes,Rural,yes
617875,40,F,yes ,3,notgraduate,yes,yes,6000,1624,2000,twomonth,50000,yes ,20000,2,1,yes,Rural,yes
633396,70,F,yes ,3,notgraduate,yes,yes,6000,2799,6000,twomonth,100000,yes ,60000,2,1,yes,Rural,yes
445608,38,F,yes ,3,notgraduate,yes,yes,2000,3333,2800,twomonth,50000,yes ,28000,2,1,yes,Rural,yes
309125,41,F,yes ,3,notgraduate,yes,yes,2000,3394,500,twomonth,20000,yes ,5000,1,0,yes,Rural,yes
400234,59,F,yes ,3,notgraduate,yes,yes,2000,2799,1000,twomonth,20000,yes ,10000,1,0,yes,Rural,yes
400341,38,F,yes ,3,notgraduate,yes,yes,2000,2799,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
617824,35,M,yes ,3,notgraduate,yes,yes,2000,4609,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
642081,42,M,yes ,3,notgraduate,yes,yes,2000,3333,5000,twomonth,100000,yes ,50000,3,2,yes,Rural,yes
657672,41,M,yes ,3,notgraduate,yes,yes,10000,3333,7000,twomonth,100000,yes ,70000,3,2,yes,Rural,yes
669738,46,M,yes ,3,notgraduate,yes,yes,10000,3394,2000,twomonth,50000,yes ,20000,2,2,yes,Rural,yes
451719,38,M,yes ,1,notgraduate,yes,yes,10000,4851,1807,twomonth,20000,yes ,18072,2,2,yes,Rural,yes
669117,44,M,yes ,1,notgraduate,yes,yes,10000,2799,400,twomonth,10000,yes ,4000,1,1,yes,Rural,yes
273524,37,M,yes ,1,notgraduate,yes,yes,10000,1958,1500,twomonth,20000,yes ,15000,2,0,yes,Rural,yes
458328,37,M,yes ,1,notgraduate,yes,yes,12000,1958,700,twomonth,10000,yes ,7000,1,0,yes,Rural,yes
465234,36,M,yes ,1,notgraduate,yes,yes,12000,1624,600,twomonth,10000,yes ,6000,1,0,yes,Rural,yes
192363,44,F,yes ,1,notgraduate,yes,yes,12000,6193,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
631803,43,F,yes ,1,notgraduate,yes,yes,12000,7071,1500,twomonth,20000,yes ,15000,2,2,yes,Rural,yes
634402,41,F,yes ,1,notgraduate,yes,yes,8000,1624,2000,twomonth,50000,yes ,20000,2,2,yes,Rural,yes
441265,40,F,yes ,1,notgraduate,yes,yes,8000,2799,5000,twomonth,100000,yes ,50000,3,2,yes,Rural,yes
626906,42,M,yes ,1,notgraduate,yes,yes,8000,3333,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
424284,45,M,yes ,1,notgraduate,yes,yes,8000,3394,2800,twomonth,50000,yes ,28000,2,1,yes,Rural,yes
640441,42,M,yes ,0,graduate,yes,yes,9800,6193,400,twomonth,10000,yes ,4000,1,1,yes,Urban ,yes
741483,40,M,yes ,0,graduate,yes,yes,7600,5133,2000,twomonth,50000,yes ,20000,2,2,yes,Urban ,yes
633178,43,M,yes ,0,graduate,yes,yes,8700,5133,4000,twomonth,100000,yes ,40000,3,2,yes,Urban ,yes
507979,38,M,yes ,0,graduate,yes,yes,7071,4851,1600,twomonth,50000,yes ,16000,2,2,yes,Urban ,yes
711653,41,M,yes ,0,graduate,yes,yes,4851,4609,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
413060,42,F,yes ,0,graduate,yes,yes,6193,10160,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
673376,38,F,yes ,0,graduate,yes,yes,8017,7071,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
673171,35,F,yes ,0,graduate,yes,yes,9056,12051,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
731433,42,M,yes ,0,graduate,yes,yes,6193,12529,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
455965,41,M,yes ,0,graduate,yes,yes,9056,8017,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
432432,46,M,yes ,0,graduate,yes,yes,10150,6193,500,twomonth,10000,yes ,5000,1,1,yes,Urban ,yes
753633,38,M,yes ,1,graduate,yes,yes,11350,15445,400,twomonth,10000,yes ,4000,1,1,yes,Urban ,yes
721316,44,M,yes ,1,graduate,yes,yes,12579,8017,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
410688,40,M,yes ,1,graduate,yes,yes,2799,3930,6000,twomonth,100000,yes ,60000,3,1,yes,Urban ,yes
437892,43,M,yes ,1,graduate,yes,yes,15396,3934,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
651970,38,M,yes ,1,graduate,yes,yes,16979,15445,150,twomonth,5000,yes ,1500,1,0,yes,Urban ,yes
463223,41,M,yes ,1,graduate,yes,yes,1100,15445,1000,twomonth,20000,yes ,10000,1,1,yes,Urban ,yes
640627,42,F,yes ,1,graduate,yes,yes,1958,15445,1000,twomonth,20000,yes ,10000,1,1,yes,Urban ,yes
663873,38,F,yes ,1,graduate,yes,yes,5600,1847,1600,twomonth,20000,yes ,16000,2,1,yes,Urban ,yes
446505,35,F,yes ,1,graduate,yes,yes,6198,5232,1000,twomonth,20000,yes ,10000,1,1,yes,Urban ,yes
741138,42,F,yes ,1,graduate,yes,yes,5678,3333,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
215009,41,F,yes ,1,graduate,yes,yes,7890,3333,1500,twomonth,20000,yes ,15000,2,2,yes,Urban ,yes
475682,46,M,yes ,1,graduate,yes,yes,5358,1853,500,twomonth,10000,yes ,5000,1,1,yes,Urban ,yes
671257,38,F,yes ,0,notgraduate,yes,yes,4609,1853,1000,twomonth,20000,yes ,10000,1,1,yes,Urban ,yes
433847,44,F,yes ,1,notgraduate,yes,yes,7071,2999,1500,twomonth,20000,yes ,15000,2,0,yes,Urban ,yes
156796,40,F,yes ,1,notgraduate,yes,yes,10150,1958,800,twomonth,10000,yes ,8000,1,0,yes,Urban ,yes
677921,43,M,yes ,2,notgraduate,yes,yes,2799,2300,700,twomonth,10000,yes ,7000,1,1,yes,Urban ,yes
415247,38,M,yes ,1,notgraduate,yes,yes,2344,3500,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
402449,41,M,yes ,0,notgraduate,yes,yes,3456,6000,1000,twomonth,20000,yes ,10000,1,1,yes,Urban ,yes
421179,42,M,yes ,1,notgraduate,yes,yes,6789,7500,400,twomonth,10000,yes ,4000,1,1,yes,Urban ,yes
439190,38,M,yes ,3,notgraduate,yes,yes,8000,5400,400,twomonth,10000,yes ,4000,1,1,yes,Urban ,yes
434999,35,M,yes ,3,notgraduate,yes,yes,5000,7500,400,twomonth,10000,yes ,4000,1,1,yes,Urban ,yes
450212,42,M,yes ,3,notgraduate,yes,yes,4300,5626,400,twomonth,10000,yes ,4000,1,1,yes,Urban ,yes
431731,41,M,yes ,3,notgraduate,yes,yes,7600,6481,400,twomonth,10000,yes ,4000,1,1,yes,Urban ,yes
1550833,46,M,yes ,3,notgraduate,yes,yes,3200,7300,400,twomonth,10000,yes ,4000,1,1,yes,Urban ,yes
654329,38,M,yes ,1,notgraduate,yes,yes,8017,4000,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
399614,44,M,yes ,1,notgraduate,yes,yes,9056,5400,400,twomonth,10000,yes ,4000,1,1,yes,Urban ,yes
676702,37,M,yes ,1,notgraduate,yes,yes,6193,4300,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
493786,37,M,yes ,1,notgraduate,yes,yes,2799,5000,4000,twomonth,100000,yes ,40000,3,1,yes,Urban ,yes
632836,36,M,yes ,1,notgraduate,yes,yes,3333,9000,600,twomonth,10000,yes ,6000,1,1,yes,Urban ,yes
444255,44,M,yes ,1,notgraduate,yes,yes,4609,5400,10000,twomonth,200000,yes ,100000,3,1,yes,Urban ,yes
504830,43,F,yes ,1,notgraduate,yes,yes,3333,3000,500,twomonth,10000,yes ,5000,1,1,yes,Urban ,yes
458602,41,F,yes ,1,notgraduate,yes,yes,6193,6193,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
404069,40,F,yes ,1,notgraduate,yes,yes,7071,7071,400,twomonth,10000,yes ,4000,1,1,yes,Urban ,yes
434024,42,F,yes ,1,notgraduate,yes,yes,9056,8017,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
629152,45,M,yes ,1,notgraduate,yes,yes,12576,9056,300,twomonth,10000,yes ,3000,1,1,yes,Urban ,yes
741072,42,F,yes ,1,notgraduate,yes,yes,10000,10150,2800,twomonth,50000,yes ,28000,2,1,yes,Urban ,yes
178510,40,F,yes ,1,notgraduate,yes,yes,12000,11305,15000,twomonth,200000,yes ,150000,3,2,yes,Urban ,yes
731603,43,M,yes ,2,notgraduate,yes,yes,13500,12579,1000,twomonth,20000,yes ,10000,1,1,yes,Urban ,yes
254808,38,F,yes ,2,notgraduate,yes,yes,5358,13926,6000,twomonth,100000,yes ,60000,3,1,yes,Urban ,yes
676462,41,M,yes ,3,notgraduate,yes,yes,4609,15396,800,twomonth,10000,yes ,8000,1,1,yes,Urban ,yes
438922,42,M,yes ,3,notgraduate,yes,yes,7071,7071,4000,twomonth,100000,yes ,40000,3,1,yes,Urban ,yes
465179,38,M,yes ,3,notgraduate,yes,yes,10150,6193,400,twomonth,10000,yes ,4000,1,1,yes,Urban ,yes
635307,35,M,yes ,2,notgraduate,yes,yes,2799,5358,400,twomonth,10000,yes ,4000,1,1,yes,Urban ,yes
659881,42,M,yes ,1,notgraduate,yes,yes,2344,8017,2800,twomonth,50000,yes ,28000,3,1,yes,Urban ,yes
637607,41,M,yes ,1,notgraduate,yes,yes,3456,9056,6000,twomonth,100000,yes ,60000,3,1,yes,Urban ,yes
631031,46,M,yes ,1,notgraduate,yes,yes,6789,10150,6000,twomonth,100000,yes ,60000,3,1,yes,Urban ,yes
449421,38,M,yes ,2,notgraduate,yes,yes,8000,11305,3200,twomonth,100000,yes ,32000,3,1,yes,Urban ,yes
450852,44,M,yes ,2,graduate,yes,yes,5000,2344,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
397956,32,M,yes ,1,notgraduate,yes,yes,4300,2799,300,twomonth,10000,yes ,3000,1,0,yes,Urban ,yes
689362,33,M,yes ,2,notgraduate,yes,yes,7600,3333,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
640457,45,M,yes ,2,notgraduate,yes,yes,3200,6169,15000,twomonth,200000,yes ,150000,3,2,yes,Urban ,yes
450475,50,M,yes ,1,notgraduate,yes,yes,8017,12579,2000,twomonth,50000,yes ,20000,2,1,yes,Urban ,yes
1566479,44,F,yes ,2,notgraduate,yes,yes,9056,3334,250,twomonth,5000,yes ,2500,1,1,yes,Urban ,yes
447943,46,F,yes ,2,notgraduate,yes,yes,6193,3934,1500,twomonth,20000,yes ,15000,2,2,yes,Urban ,yes
536624,47,F,yes ,1,notgraduate,yes,yes,2799,7600,400,twomonth,10000,yes ,4000,1,1,yes,Urban ,yes
533634,42,F,yes ,1,notgraduate,yes,yes,3333,8700,1500,twomonth,20000,yes ,15000,2,2,yes,Urban ,yes
496513,39,F,yes ,1,notgraduate,yes,yes,4609,7071,1382,twomonth,20000,yes ,13819,2,2,yes,Urban ,yes
340905,39,F,yes ,1,notgraduate,yes,yes,3333,4081,500,twomonth,10000,yes ,5000,1,1,yes,Urban ,yes
700185,36,F,yes ,1,notgraduate,yes,yes,6193,4300,1100,twomonth,20000,yes ,11000,1,1,yes,Urban ,yes
462577,45,F,yes ,1,notgraduate,yes,yes,7071,4851,1382,twomonth,20000,yes ,13819,2,1,yes,Urban ,yes
627611,44,M,yes ,1,notgraduate,yes,yes,9056,3394,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
404103,56,M,yes ,1,notgraduate,yes,yes,12576,3333,6000,twomonth,100000,yes ,60000,3,2,yes,Urban ,yes
658101,48,M,yes ,1,notgraduate,yes,yes,10000,7071,250,twomonth,5000,yes ,2500,1,1,yes,Urban ,yes
712469,46,M,yes ,0,notgraduate,yes,yes,12000,8017,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
711855,43,M,yes ,1,notgraduate,yes,yes,13500,4000,1382,twomonth,20000,yes ,13819,2,1,yes,Urban ,yes
743592,38,M,yes ,1,notgraduate,yes,yes,6300,3500,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
657670,44,F,yes ,1,notgraduate,yes,yes,6540,5000,15000,twomonth,200000,yes ,150000,3,2,yes,Urban ,yes
1602880,32,F,yes ,1,notgraduate,yes,yes,1700,6500,2000,twomonth,50000,yes ,20000,2,1,yes,Urban ,yes
502618,33,F,yes ,1,notgraduate,yes,yes,1980,7100,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
633054,45,F,yes ,1,notgraduate,yes,yes,9065,8017,1000,twomonth,20000,yes ,10000,1,1,yes,Urban ,yes
633194,50,M,yes ,1,notgraduate,yes,yes,4200,9056,2800,twomonth,50000,yes ,28000,2,1,yes,Urban ,yes
642122,44,M,yes ,1,notgraduate,yes,yes,6098,8017,2800,twomonth,50000,yes ,28000,2,1,yes,Urban ,yes
531656,46,M,yes ,1,notgraduate,yes,yes,4000,3333,5000,twomonth,100000,yes ,50000,3,1,yes,Urban ,yes
417001,47,M,yes ,1,notgraduate,yes,yes,5600,3394,1000,twomonth,20000,yes ,10000,2,1,yes,Urban ,yes
676618,42,M,yes ,1,notgraduate,yes,yes,7800,6700,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
640864,39,M,yes ,1,notgraduate,yes,yes,7200,8017,5000,twomonth,100000,yes ,50000,3,2,yes,Urban ,yes
635266,39,M,yes ,1,notgraduate,yes,yes,9400,5358,5250,twomonth,100000,yes ,52500,3,2,yes,Urban ,yes
629013,36,M,yes ,1,notgraduate,yes,yes,7286,5133,2400,twomonth,50000,yes ,24000,2,1,yes,Urban ,yes
635241,45,M,yes ,1,notgraduate,yes,yes,10000,3333,2800,twomonth,50000,yes ,28000,3,1,yes,Urban ,yes
629096,44,M,yes ,1,notgraduate,yes,yes,11000,4609,2400,twomonth,50000,yes ,24000,2,1,yes,Urban ,yes
629071,56,M,yes ,1,notgraduate,yes,yes,12600,4609,4000,twomonth,100000,yes ,40000,3,2,yes,Urban ,yes
455630,48,M,yes ,1,notgraduate,yes,yes,6789,8017,2400,twomonth,50000,yes ,24000,2,2,yes,Urban ,yes
351982,46,M,yes ,1,notgraduate,yes,yes,8000,5133,500,twomonth,10000,yes ,5000,1,1,yes,Urban ,yes
457586,43,M,yes ,1,notgraduate,yes,yes,5000,3333,700,twomonth,10000,yes ,7000,1,1,yes,Urban ,yes
542743,46,M,yes ,1,notgraduate,yes,yes,4300,2799,500,twomonth,10000,yes ,5000,1,1,yes,Urban ,yes
447220,38,M,yes ,1,notgraduate,yes,yes,7600,4609,1000,twomonth,20000,yes ,10000,1,1,yes,Urban ,yes
616377,44,M,yes ,1,notgraduate,yes,yes,3200,1958,1000,twomonth,20000,yes ,10000,1,1,yes,Urban ,yes
651963,37,M,yes ,1,notgraduate,yes,yes,8017,5133,5000,twomonth,100000,yes ,50000,3,2,yes,Urban ,yes
630355,37,M,yes ,1,notgraduate,yes,yes,9056,4609,1000,twomonth,20000,yes ,10000,1,1,yes,Urban ,yes
641679,36,M,yes ,1,notgraduate,yes,yes,6193,6193,2000,twomonth,20000,yes ,20000,2,1,yes,Urban ,yes
630216,44,M,yes ,1,notgraduate,yes,yes,2799,7071,5000,twomonth,100000,yes ,50000,3,2,yes,Urban ,yes
634036,43,M,yes ,1,notgraduate,yes,yes,3333,4609,2000,twomonth,20000,yes ,20000,2,1,yes,Urban ,yes
725083,41,F,yes ,1,notgraduate,yes,yes,4609,2799,3200,twomonth,100000,yes ,32000,3,2,yes,Urban ,yes
449275,40,M,yes ,1,notgraduate,yes,yes,3333,3333,1300,twomonth,20000,yes ,13000,2,1,yes,Urban ,yes
633471,42,F,yes ,1,notgraduate,yes,yes,6193,4851,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
543576,45,F,yes ,1,notgraduate,yes,yes,7071,5133,2000,twomonth,50000,yes ,20000,2,0,yes,Urban ,yes
459983,42,F,yes ,0,notgraduate,yes,yes,9056,5358,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
436647,40,F,yes ,1,notgraduate,yes,yes,15700,4851,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
443824,43,F,yes ,1,notgraduate,yes,yes,4000,3394,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
514829,38,F,yes ,1,notgraduate,yes,yes,5600,3799,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
531562,41,M,yes ,1,notgraduate,yes,yes,10560,3300,1000,twomonth,20000,yes ,10000,1,1,yes,Urban ,yes
462947,42,F,yes ,1,notgraduate,yes,yes,9056,3400,1000,twomonth,20000,yes ,10000,1,1,yes,Urban ,yes
451508,38,M,yes ,1,notgraduate,yes,yes,7071,2799,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
302356,35,F,yes ,1,notgraduate,yes,yes,2340,7071,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
457691,38,M,yes ,1,notgraduate,yes,yes,13400,8017,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
